mri_image_path,mri_source_class,mri_pred_class_idx,mri_prob_mild_impairment,mri_prob_moderate_impairment,mri_prob_no_impairment,mri_prob_very_mild_impairment
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2158).jpg,Mild Impairment,2,0.232169508934021,1.0492145818830068e-08,0.40736380219459534,0.3604666292667389
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2159).jpg,Mild Impairment,3,0.0021082835737615824,7.31767757500279e-09,0.4745674729347229,0.523324191570282
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (216).jpg,Mild Impairment,0,0.565617024898529,7.946998266561422e-06,0.3976597785949707,0.03671523183584213
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2160).jpg,Mild Impairment,3,0.3140481114387512,6.06295861871331e-06,0.23907636106014252,0.446869432926178
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2161).jpg,Mild Impairment,3,0.33336421847343445,2.566623606981011e-07,0.21970367431640625,0.4469318985939026
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2162).jpg,Mild Impairment,3,0.10079314559698105,2.1486704326889594e-07,0.038524337112903595,0.8606823086738586
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2163).jpg,Mild Impairment,0,0.9723827838897705,8.204325752103614e-08,0.005291000008583069,0.022326141595840454
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2164).jpg,Mild Impairment,0,0.9182189702987671,2.89036347567162e-06,0.04729512706398964,0.03448306396603584
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2165).jpg,Mild Impairment,2,0.004415057133883238,1.7341378333313173e-11,0.8173677921295166,0.1782170832157135
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2166).jpg,Mild Impairment,3,0.0012785164872184396,2.4643140932312235e-06,0.06598153710365295,0.9327374696731567
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2167).jpg,Mild Impairment,2,0.04857518896460533,2.2201453175885177e-10,0.8796843886375427,0.07174037396907806
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2168).jpg,Mild Impairment,2,0.09925796091556549,3.385790705578984e-07,0.6079407334327698,0.2928009331226349
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2169).jpg,Mild Impairment,2,0.022255446761846542,3.259390979337695e-09,0.9668529033660889,0.010891669429838657
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (217).jpg,Mild Impairment,0,0.9779502749443054,2.1754929093731334e-06,0.016290197148919106,0.005757289007306099
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2170).jpg,Mild Impairment,2,0.19878384470939636,2.9388357347670535e-07,0.5577564835548401,0.2434593290090561
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2171).jpg,Mild Impairment,2,0.10640885680913925,1.3613433713643985e-09,0.8421672582626343,0.051423851400613785
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2172).jpg,Mild Impairment,0,0.5792801380157471,9.911328788803075e-07,0.05541618540883064,0.3653026819229126
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2173).jpg,Mild Impairment,0,0.49733999371528625,5.586628759601808e-08,0.48839837312698364,0.014261645264923573
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2174).jpg,Mild Impairment,2,0.011079853400588036,6.941374408597767e-08,0.9741743803024292,0.014745697379112244
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2175).jpg,Mild Impairment,0,0.7478113770484924,3.548652571794264e-08,0.1127512976527214,0.13943728804588318
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2176).jpg,Mild Impairment,2,0.0008705456275492907,1.8604067175687078e-09,0.9887037873268127,0.010425628162920475
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2177).jpg,Mild Impairment,2,0.008578347973525524,7.328074502765958e-08,0.9823397994041443,0.009081730619072914
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2178).jpg,Mild Impairment,0,0.9138649702072144,2.0550849910705438e-09,0.0845380425453186,0.0015969878295436502
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2179).jpg,Mild Impairment,0,0.9689861536026001,1.2664635278269998e-06,0.007127157878130674,0.023885391652584076
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (218).jpg,Mild Impairment,0,0.7512562870979309,1.0250681043544319e-05,0.1831589788198471,0.06557455658912659
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2180).jpg,Mild Impairment,0,0.8641756772994995,5.616037924482953e-06,0.02455873414874077,0.11125992983579636
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2181).jpg,Mild Impairment,0,0.6898728013038635,4.845819301380061e-10,0.258392333984375,0.05173487216234207
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2182).jpg,Mild Impairment,3,0.4199495315551758,2.377577068557457e-08,0.05879402533173561,0.5212564468383789
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2183).jpg,Mild Impairment,2,0.017443185672163963,8.372769570996752e-07,0.9512834548950195,0.0312725305557251
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2184).jpg,Mild Impairment,2,0.12601207196712494,5.003894898436556e-08,0.7057145237922668,0.16827327013015747
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2185).jpg,Mild Impairment,2,0.12983964383602142,4.946267608829658e-07,0.6496286988258362,0.220531165599823
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2186).jpg,Mild Impairment,0,0.4155772924423218,2.620075463255489e-07,0.18813998997211456,0.39628246426582336
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2187).jpg,Mild Impairment,2,0.007568311877548695,2.0262253030978172e-07,0.728843629360199,0.2635878622531891
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2188).jpg,Mild Impairment,2,0.23928330838680267,8.442341226100325e-08,0.7432560920715332,0.017460551112890244
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2189).jpg,Mild Impairment,2,0.03742370754480362,2.680877742022858e-06,0.6657139658927917,0.29685959219932556
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (219).jpg,Mild Impairment,0,0.8856341242790222,1.130466529275509e-07,0.08912809193134308,0.025237705558538437
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2190).jpg,Mild Impairment,2,0.041087985038757324,4.252067864474185e-10,0.9347836971282959,0.024128301069140434
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2191).jpg,Mild Impairment,2,0.10897340625524521,1.3956736211184761e-08,0.6059511303901672,0.28507542610168457
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2192).jpg,Mild Impairment,0,0.968363344669342,1.1863003912537806e-08,0.02328326180577278,0.008353451266884804
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2193).jpg,Mild Impairment,0,0.9426567554473877,5.125863253852003e-07,0.007096090354025364,0.050246670842170715
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2194).jpg,Mild Impairment,2,0.006740038748830557,4.486391258495814e-09,0.9267368912696838,0.06652314215898514
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2195).jpg,Mild Impairment,0,0.6651093363761902,4.45827936346177e-06,0.05876915156841278,0.2761170566082001
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2196).jpg,Mild Impairment,0,0.5462707877159119,2.091234637191519e-05,0.23692159354686737,0.2167867124080658
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2197).jpg,Mild Impairment,2,0.09372447431087494,4.9566340749152005e-05,0.714657187461853,0.19156880676746368
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2198).jpg,Mild Impairment,2,0.09138201922178268,3.292794872322702e-06,0.7328388094902039,0.17577585577964783
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2199).jpg,Mild Impairment,2,0.12808120250701904,5.511245149136812e-08,0.7416967749595642,0.13022197782993317
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (22).jpg,Mild Impairment,0,0.8513097763061523,2.0562524127853976e-08,0.004069569520652294,0.1446206271648407
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (220).jpg,Mild Impairment,0,0.8684641122817993,8.799800639280875e-07,0.08691828697919846,0.044616688042879105
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2200).jpg,Mild Impairment,0,0.7338169813156128,3.607023018048494e-06,0.2580651044845581,0.008114351890981197
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2201).jpg,Mild Impairment,2,0.0866767168045044,2.5467610953455733e-07,0.897347092628479,0.01597597636282444
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2202).jpg,Mild Impairment,2,0.2050144076347351,1.3809457414026838e-05,0.6842730045318604,0.11069881170988083
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2203).jpg,Mild Impairment,3,0.0666339322924614,4.760450877938638e-08,0.017657147720456123,0.9157088994979858
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2204).jpg,Mild Impairment,2,0.24457129836082458,6.582037581637223e-09,0.6957206130027771,0.059708092361688614
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2205).jpg,Mild Impairment,0,0.6719531416893005,1.194052218211894e-10,0.32513749599456787,0.002909338101744652
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2206).jpg,Mild Impairment,3,0.024671006947755814,8.47632648515173e-08,0.07412797212600708,0.9012009501457214
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2207).jpg,Mild Impairment,0,0.9838009476661682,1.118321648618803e-07,0.005489904433488846,0.010709045454859734
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2208).jpg,Mild Impairment,2,0.1658913791179657,3.159724148993348e-10,0.8300701975822449,0.00403841957449913
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2209).jpg,Mild Impairment,0,0.986869752407074,1.2749679001444747e-07,0.008305351249873638,0.004824804607778788
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (221).jpg,Mild Impairment,0,0.9836553335189819,4.1837529352051206e-07,0.007381756789982319,0.00896244402974844
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2210).jpg,Mild Impairment,2,0.02125677466392517,1.452661308576353e-06,0.8926938772201538,0.08604788780212402
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2211).jpg,Mild Impairment,0,0.969619870185852,4.0596691519567685e-07,0.014671188779175282,0.015708446502685547
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2212).jpg,Mild Impairment,2,0.35436683893203735,6.994562795625825e-07,0.6422945261001587,0.0033379734959453344
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2213).jpg,Mild Impairment,2,0.26575231552124023,3.3381110142727266e-07,0.5428375601768494,0.19140982627868652
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2214).jpg,Mild Impairment,2,0.055602576583623886,8.909029929782264e-06,0.7520641684532166,0.19232432544231415
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2215).jpg,Mild Impairment,2,0.0022649667225778103,2.733058579451608e-07,0.9962480664253235,0.001486682565882802
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2216).jpg,Mild Impairment,2,0.04491271451115608,3.1095864869712386e-06,0.883816659450531,0.07126745581626892
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2217).jpg,Mild Impairment,2,0.2653367817401886,2.0193546390601114e-07,0.7292916178703308,0.005371446721255779
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2218).jpg,Mild Impairment,3,0.08914588391780853,4.795358066189692e-08,0.4003638029098511,0.5104902982711792
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2219).jpg,Mild Impairment,2,0.001330630388110876,2.3806897786471382e-07,0.8453918099403381,0.15327736735343933
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (222).jpg,Mild Impairment,0,0.6019408702850342,1.2483598766266368e-05,0.3086155951023102,0.08943111449480057
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2220).jpg,Mild Impairment,0,0.7454643249511719,7.857242856346147e-09,0.1778518706560135,0.07668380439281464
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2221).jpg,Mild Impairment,2,0.017387375235557556,4.188939126126279e-11,0.8248351216316223,0.15777747333049774
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2222).jpg,Mild Impairment,3,0.3891089856624603,1.8084624076042388e-10,0.10525470227003098,0.5056362748146057
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2223).jpg,Mild Impairment,0,0.7275106310844421,5.115445674164221e-05,0.12723751366138458,0.1452007293701172
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2224).jpg,Mild Impairment,3,0.36716392636299133,5.3635480981029104e-06,0.13006794452667236,0.5027627348899841
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2225).jpg,Mild Impairment,2,0.40670639276504517,2.144037125617615e-07,0.5773199796676636,0.015973446890711784
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2226).jpg,Mild Impairment,2,0.22288773953914642,1.1790255030064145e-06,0.6536427140235901,0.12346833199262619
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2227).jpg,Mild Impairment,3,0.029913151636719704,9.995591199185583e-07,0.08394399285316467,0.8861417770385742
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2228).jpg,Mild Impairment,2,0.06479869037866592,5.048914317740127e-07,0.8870177268981934,0.048183146864175797
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2229).jpg,Mild Impairment,2,0.14294496178627014,3.112268887051073e-09,0.8489720821380615,0.008083009161055088
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (223).jpg,Mild Impairment,2,0.3265991508960724,8.448748849332333e-05,0.662035346031189,0.011281012557446957
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2230).jpg,Mild Impairment,3,0.04275611788034439,1.9205228454666212e-05,0.1375393271446228,0.8196853399276733
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2231).jpg,Mild Impairment,0,0.4936535954475403,5.941400615938619e-08,0.043191127479076385,0.4631551504135132
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2232).jpg,Mild Impairment,0,0.8951679468154907,3.2033042884904717e-08,0.06566602736711502,0.03916597738862038
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2233).jpg,Mild Impairment,3,0.20651639997959137,1.2904590107609692e-07,0.021238749846816063,0.7722446322441101
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2234).jpg,Mild Impairment,2,0.13209758698940277,1.0524490612340287e-08,0.7956632971763611,0.07223918288946152
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2235).jpg,Mild Impairment,0,0.5477918386459351,6.605544331250712e-05,0.19001075625419617,0.26213133335113525
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2236).jpg,Mild Impairment,3,0.0022335348185151815,1.052369995591107e-07,0.022874461486935616,0.9748918414115906
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2237).jpg,Mild Impairment,0,0.6998423337936401,3.7615544101754494e-07,0.2123814821243286,0.08777571469545364
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2238).jpg,Mild Impairment,2,0.07261881977319717,3.3175069802382495e-06,0.9249085783958435,0.002469304483383894
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2239).jpg,Mild Impairment,2,0.06805018335580826,3.8322529150036644e-08,0.730793297290802,0.20115651190280914
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (224).jpg,Mild Impairment,0,0.9209625124931335,7.804518986631592e-08,0.0646553635597229,0.014382068067789078
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2240).jpg,Mild Impairment,0,0.7582188844680786,4.7495493760152385e-08,0.21616575121879578,0.025615239515900612
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2241).jpg,Mild Impairment,3,0.009525751695036888,2.0491690975177335e-06,0.18678276240825653,0.8036894202232361
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2242).jpg,Mild Impairment,3,0.05740991607308388,8.289367201541609e-07,0.021383658051490784,0.9212056398391724
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2243).jpg,Mild Impairment,0,0.4943981170654297,1.2469811736082193e-05,0.48864808678627014,0.016941316425800323
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2244).jpg,Mild Impairment,0,0.7819229960441589,6.311840650141676e-08,0.04389433190226555,0.17418260872364044
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2245).jpg,Mild Impairment,0,0.921370267868042,1.000008069240721e-06,0.05972790718078613,0.01890087127685547
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2246).jpg,Mild Impairment,0,0.9798373579978943,2.40738373680216e-10,0.016018027439713478,0.0041446685791015625
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2247).jpg,Mild Impairment,3,0.19688907265663147,1.1051128900874119e-08,0.08957716077566147,0.7135338187217712
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2248).jpg,Mild Impairment,2,0.1668315827846527,3.1157178170815314e-08,0.789844274520874,0.04332413896918297
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2249).jpg,Mild Impairment,2,0.07405775040388107,2.7305127332510892e-06,0.7646868824958801,0.16125264763832092
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (225).jpg,Mild Impairment,0,0.8878928422927856,1.9232318493322964e-07,0.09046203643083572,0.02164490707218647
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2250).jpg,Mild Impairment,3,0.027314089238643646,1.3956251621038973e-07,0.32019007205963135,0.6524956822395325
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2251).jpg,Mild Impairment,3,0.003809230634942651,3.254380089856568e-07,0.0042163957841694355,0.9919740557670593
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2252).jpg,Mild Impairment,2,0.05456755682826042,4.828233954867756e-07,0.9352986812591553,0.010133243165910244
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2253).jpg,Mild Impairment,3,0.016324112191796303,1.0293460945831612e-06,0.36131545901298523,0.6223593950271606
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2254).jpg,Mild Impairment,2,0.014525276608765125,2.9640166303579463e-06,0.8801767230033875,0.10529497265815735
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2255).jpg,Mild Impairment,2,0.08620043098926544,2.995184047449584e-07,0.4654010534286499,0.4483982026576996
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2256).jpg,Mild Impairment,2,0.0016590934246778488,9.088410579671802e-10,0.9869072437286377,0.011433681473135948
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2257).jpg,Mild Impairment,2,0.0024613584391772747,2.1275321504532485e-09,0.9215424060821533,0.07599630206823349
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2258).jpg,Mild Impairment,0,0.8602275848388672,4.3155731077604287e-07,0.008754903450608253,0.13101714849472046
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2259).jpg,Mild Impairment,2,0.03161287307739258,1.9790659280261025e-06,0.9472925662994385,0.021092558279633522
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (226).jpg,Mild Impairment,0,0.6847338676452637,2.101950849464629e-05,0.31284770369529724,0.0023973702918738127
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2260).jpg,Mild Impairment,0,0.9628552794456482,1.7526198270445548e-09,0.028672758489847183,0.008471982553601265
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2261).jpg,Mild Impairment,0,0.5996831059455872,8.489300853398163e-06,0.21380087733268738,0.1865074783563614
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2262).jpg,Mild Impairment,2,0.007907003164291382,1.941284244466601e-09,0.5871532559394836,0.4049397110939026
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2263).jpg,Mild Impairment,2,0.003959056921303272,6.770121130372786e-10,0.9932317733764648,0.002809233032166958
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2264).jpg,Mild Impairment,0,0.6966648101806641,1.3452840903482866e-06,0.014064053073525429,0.2892697751522064
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2265).jpg,Mild Impairment,2,0.03190836310386658,3.2249326409328205e-07,0.867643415927887,0.1004478856921196
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2266).jpg,Mild Impairment,2,0.42946550250053406,8.73955019464745e-10,0.5515019297599792,0.019032523036003113
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2267).jpg,Mild Impairment,3,0.1308687925338745,1.5605904479798482e-07,0.4157411456108093,0.45338988304138184
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2268).jpg,Mild Impairment,0,0.8161269426345825,1.940577760706219e-07,0.1452656239271164,0.03860721364617348
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2269).jpg,Mild Impairment,2,0.00042850119643844664,5.267655645013747e-09,0.5978266596794128,0.4017448127269745
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (227).jpg,Mild Impairment,0,0.9952087998390198,7.750208652623769e-08,0.00022786094632465392,0.004563270602375269
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2270).jpg,Mild Impairment,2,0.005738975014537573,3.86403531393853e-09,0.9927552342414856,0.0015058538410812616
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2271).jpg,Mild Impairment,3,0.28493809700012207,1.457322318376697e-10,0.006910102441906929,0.7081517577171326
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2272).jpg,Mild Impairment,0,0.5531388521194458,1.330879655370154e-07,0.23791658878326416,0.2089443951845169
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2273).jpg,Mild Impairment,0,0.6060644388198853,1.9627411518285953e-07,0.3688449263572693,0.025090429931879044
E:\ML\silero-python\Alzheimers-Disease-Classification\Combined Dataset\train\Mild Impairment\MildImpairment (2274).jpg,Mild Impairment,2,0.18050242960453033,1.0767805179057177e-05,0.8094190955162048,0.010067740455269814
